ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block],Result Type
175,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,10","0,00","93,99","18,68",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
176,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,44","0,00","47,52","81,96",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
177,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,57","0,00","96,52","19,20",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
178,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,06","0,00","94,19","18,72",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
179,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,87","0,00","94,10","18,71",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
180,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,57","0,00","47,46","81,77",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
181,0.00,encode_blocks_kernel,encode_blocks_kernel..,"560,74","0,00","96,27","19,15",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
182,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,03","0,00","94,17","18,72",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
183,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,81","0,00","94,05","18,70",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
184,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,76","0,00","47,39","82,45",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
185,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,31","0,00","96,30","19,16",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
186,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,64","0,00","93,99","18,68",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
187,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,22","0,00","94,02","18,69",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
188,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,82","0,00","47,20","81,63",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
189,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,54","0,00","96,58","19,21",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
190,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,38","0,00","94,16","18,72",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
191,0.00,encode_blocks_kernel,encode_blocks_kernel..,144,"0,00","94,05","18,69",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
192,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,38","0,00","47,41","82,18",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
193,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,54","0,00","96,37","19,17",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
194,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,22","0,00","94,20","18,73",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
195,0.00,encode_blocks_kernel,encode_blocks_kernel..,144,"0,00","94,17","18,72",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
196,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"50,02","0,00","47,32","81,57",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
197,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,34","0,00","96,52","19,20",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
198,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,81","0,00","94,13","18,71",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
199,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,29","0,00","94,23","18,73",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
200,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,76","0,00","47,19","81,65",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
201,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,73","0,00","96,58","19,21",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
202,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,97","0,00","93,91","18,67",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
203,0.00,encode_blocks_kernel,encode_blocks_kernel..,144,"0,00","93,94","18,67",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
204,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,66","0,00","47,21","81,90",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
205,0.00,encode_blocks_kernel,encode_blocks_kernel..,"562,37","0,00","96,39","19,17",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
206,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,10","0,00","94,01","18,69",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
207,0.00,encode_blocks_kernel,encode_blocks_kernel..,144,"0,00","94,19","18,72",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
208,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,98","0,00","47,62","82,14",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
209,0.00,encode_blocks_kernel,encode_blocks_kernel..,"562,14","0,00","96,33","19,16",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
210,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,13","0,00","94,23","18,73",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
211,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,13","0,00","94,02","18,69",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
212,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,47","0,00","47,65","82,20",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
213,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,73","0,00","96,41","19,18",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
214,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,16","0,00","94,04","18,69",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
215,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,06","0,00","94,15","18,72",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
216,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,76","0,00","47,36","81,82",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
217,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,54","0,00","96,34","19,16",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
218,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,10","0,00","94,07","18,70",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
219,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,22","0,00","93,88","18,66",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
220,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,57","0,00","47,32","82,03",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
221,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,34","0,00","96,29","19,15",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
222,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,65","0,00","94,02","18,69",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
223,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,10","0,00","93,98","18,68",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
224,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,18","0,00","47,30","82,53",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
225,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,41","0,00","96,61","19,22",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
226,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,16","0,00","94,04","18,69",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
227,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,87","0,00","94,05","18,70",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
228,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,60","0,00","47,40","81,59",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
229,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,63","0,00","96,35","19,17",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
230,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,10","0,00","94,10","18,71",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
231,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,94","0,00","93,98","18,68",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
232,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,95","0,00","47,30","82,20",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
233,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,89","0,00","96,34","19,16",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
234,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,94","0,00","93,98","18,68",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
235,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,74","0,00","94,22","18,73",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
236,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,38","0,00","47,31","82,10",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
237,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,44","0,00","96,28","19,15",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
238,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,84","0,00","94,20","18,73",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
239,0.00,encode_blocks_kernel,encode_blocks_kernel..,144,"0,00","94,14","18,71",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
240,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,63","0,00","47,19","82,22",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
241,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,66","0,00","96,35","19,17",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
242,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,13","0,00","93,99","18,68",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
243,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,10","0,00","93,86","18,66",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
244,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,18","0,00","47,40","83,53",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
245,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,98","0,00","96,40","19,18",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
246,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,26","0,00","94,04","18,69",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
247,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,87","0,00","93,96","18,68",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
248,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,95","0,00","47,05","81,65",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
249,0.00,encode_blocks_kernel,encode_blocks_kernel..,"562,21","0,00","96,42","19,18",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
250,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,16","0,00","94,06","18,70",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
251,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,03","0,00","94,05","18,70",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
252,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,79","0,00","47,01","81,87",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
253,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,60","0,00","96,39","19,17",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
254,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,13","0,00","94,02","18,69",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
255,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,97","0,00","94,12","18,71",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
256,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,41","0,00","47,50","82,13",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
257,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,70","0,00","96,37","19,17",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
258,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,16","0,00","94,13","18,71",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
259,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,10","0,00","94,05","18,70",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
260,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,34","0,00","47,64","81,77",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
261,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,47","0,00","96,33","19,16",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
262,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,84","0,00","94,10","18,70",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
263,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,06","0,00","94,10","18,70",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
264,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,09","0,00","47,29","82,69",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
265,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,82","0,00","96,32","19,16",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
266,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,22","0,00","93,89","18,66",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
267,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,96","0,00","94,05","18,70",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
268,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,30","81,77",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
269,0.00,encode_blocks_kernel,encode_blocks_kernel..,"561,76","0,00","96,35","19,17",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
270,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,94","0,00","94,14","18,71",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
271,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,90","0,00","94,01","18,69",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
272,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,63","0,00","47,87","82,29",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
273,0.00,encode_blocks_kernel,encode_blocks_kernel..,"562,46","0,00","96,45","19,19",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
274,0.00,encode_blocks_kernel,encode_blocks_kernel..,"144,13","0,00","94,09","18,70",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
275,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,97","0,00","93,84","18,65",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
276,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,44","0,00","47,20","82,17",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
277,0.00,encode_blocks_kernel,encode_blocks_kernel..,"563,14","0,00","96,28","19,15",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
278,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,78","0,00","94,02","18,69",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
279,0.00,encode_blocks_kernel,encode_blocks_kernel..,"143,94","0,00","94,01","18,69",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
280,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,95","0,00","47,29","81,02",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
281,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,53","19,50",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
282,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,90","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
283,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
284,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,53","82,06",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
285,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
286,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
287,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
288,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,09","81,68",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
289,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,11","0,00","97,54","19,50",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
290,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,95","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
291,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,85","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
292,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,25","0,00","47,36","82,51",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
293,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
294,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","94,94","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
295,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","95,03","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
296,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,66","0,00","47,68","81,63",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
297,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
298,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,94","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
299,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","95,03","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
300,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,41","0,00","47,35","82,15",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
301,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
302,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
303,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,21","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
304,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,34","0,00","47,56","82,43",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
305,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,22","0,00","97,81","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
306,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
307,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","95,06","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
308,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,17","81,99",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
309,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,37","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
310,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
311,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
312,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,28","0,00","47,08","82,01",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
313,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,54","0,00","97,68","19,53",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
314,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,06","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
315,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,57","0,00","94,86","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
316,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,63","0,00","47,59","82,55",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
317,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,08","0,00","97,89","19,58",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
318,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
319,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,18","19,02",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
320,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,22","0,00","47,07","82,38",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
